"","id","TestId","AddId","concentration","reliability","used.model","log.x","log.y","nboot.gc","mu.model","lambda.model","A.model","integral.model","stdmu.model","stdlambda.model","stdA.model","ci90.mu.model.lo","ci90.mu.model.up","ci90.lambda.model.lo","ci90.lambda.model.up","ci90.A.model.lo","ci90.A.model.up","ci95.mu.model.lo","ci95.mu.model.up","ci95.lambda.model.lo","ci95.lambda.model.up","ci95.A.model.lo","ci95.A.model.up","mu.spline","lambda.spline","A.spline","integral.spline","mu.bt","lambda.bt","A.bt","integral.bt","stdmu.bt","stdlambda.bt","stdA.bt","stdintegral.bt","ci90.mu.bt.lo","ci90.mu.bt.up","ci90.lambda.bt.lo","ci90.lambda.bt.up","ci90.A.bt.lo","ci90.A.bt.up","ci90.integral.bt.lo","ci90.integral.bt.up","ci95.mu.bt.lo","ci95.mu.bt.up","ci95.lambda.bt.lo","ci95.lambda.bt.up","ci95.A.bt.lo","ci95.A.bt.up","ci95.integral.bt.lo","ci95.integral.bt.up"
"1236","20160729_results.csv","I2742","V",0,TRUE,"logistic",FALSE,FALSE,100,3.91627575045535e-06,50345.6916895028,0.0516063372905335,10489.8126390752,4.38966303656891e-06,8472.97603770445,0.00350257072708931,-3.30471994470051e-06,1.11372714456112e-05,36407.646107479,64283.7372715266,0.0458446084444716,0.0573680661365954,-4.68746380121972e-06,1.25200153021304e-05,33738.6586556021,66952.7247234035,0.0447412986654385,0.0584713759156285,2.13519843546228e-05,77578.849950782,0.267550268473305,10536.6564848525,1.98144067599185e-05,83569.4446934489,0.26557925131408,10508.3576055906,2.75291315159687e-06,3008.26485727338,0.00772083735581819,76.5816388637823,1.52858646255416e-05,2.43429488942953e-05,78620.8490032341,88518.0403836636,0.252878473863759,0.278280028764401,10382.3808096596,10634.3344015215,1.44186969827886e-05,2.52101165370483e-05,77673.245573193,89465.6438137047,0.250446410096677,0.280712092531484,10358.2575934175,10658.4576177636
"1237","20160729_results.csv","I2742","V",0,TRUE,"logistic",FALSE,FALSE,100,3.96005566311654e-06,49935.1475157939,0.0494892981741146,10096.709496321,4.64764228233524e-06,8414.86573950114,0.0034136061720758,-3.68531589132493e-06,1.1605427217558e-05,36092.6933743145,63777.6016572733,0.0438739160210499,0.0551046803271792,-5.14932321026052e-06,1.30694345364936e-05,33442.0106663717,66428.2843652162,0.042798630076846,0.0561799662713831,3.11220779166916e-05,80030.4639101851,0.253811825926606,10134.1848116689,2.18909840554524e-05,84487.0016707347,0.251055147585645,10122.9717761458,5.82562049220772e-06,2645.05876567656,0.00663523607907773,76.9771953543273,1.23078383457707e-05,3.14741297651341e-05,80135.8800011968,88838.1233402727,0.240140184235562,0.261970110935728,9996.34428978795,10249.5992625037,1.04727678907253e-05,3.33092002201795e-05,79302.6864900087,89671.3168514608,0.238050084870653,0.264060210300638,9972.09647325134,10273.8470790403
"1238","20160729_results.csv","I2742","V",0,TRUE,"logistic",FALSE,FALSE,100,3.83708662192413e-06,48490.2532579873,0.0590573967471547,12049.1414341015,3.28544123646953e-06,7557.07965529315,0.00331984617779853,-1.56746421206824e-06,9.2416374559165e-06,36058.8572250301,60921.6492909446,0.0535962497846761,0.0645185437096332,-2.60237820155614e-06,1.02765514454044e-05,33678.3771336127,63302.1293823619,0.0525504982386695,0.0655642952556398,1.88964168738494e-05,77300.4656322472,0.267779043609311,12122.5552584627,1.93066620886976e-05,84661.6641252553,0.265638204719773,12088.791588129,2.93431405429739e-06,2413.62185912438,0.00499285191670823,73.5270898617468,1.44797154693784e-05,2.41336087080168e-05,80691.2561669957,88632.0720835149,0.257424963316788,0.273851446122758,11967.8395253064,12209.7436509516,1.35554065422747e-05,2.50579176351205e-05,79930.9652813715,89392.3629691391,0.255852214963025,0.275424194476522,11944.678492,12232.904684258
"1239","20160729_results.csv","I2742b","V",0,TRUE,"logistic",FALSE,FALSE,100,5.72413809291821e-06,57216.2904057644,0.102050693642357,19805.7906204976,2.17648513563313e-06,3884.80338850382,0.00283089900115421,2.14382004480171e-06,9.30445614103471e-06,50825.7888316756,63606.7919798532,0.0973938647854583,0.106707522499256,1.45822722707727e-06,9.99004895875915e-06,49602.0757642969,64830.5050472319,0.0965021316000947,0.107599255684619,2.03527193672385e-05,80212.2382325003,0.271706841956982,19926.6313450559,1.89872446561905e-05,87014.001860784,0.271882670957275,19874.1237249916,1.69216426289919e-06,8427.96108408682,0.00269973568763307,102.891114538575,1.62036344437213e-05,2.17708548686596e-05,73150.0058774611,100877.997844107,0.267441605751119,0.276323736163432,19704.8678415757,20043.3796084076,1.56706027009081e-05,2.23038866114729e-05,70495.1981359738,103532.805585594,0.266591189009515,0.277174152905036,19672.457140496,20075.7903094872
"1240","20160729_results.csv","NEG","V",0,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","20160729_results.csv","x","V",0,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","20160729_results.csv","x","V",0,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","20160729_results.csv","I2742","III",1,TRUE,"logistic",FALSE,FALSE,100,7.14993681147544e-06,49951.0494585654,0.137510712063266,27590.965653451,3.56464532013343e-06,5494.16481943638,0.00511941611426731,1.28609525985595e-06,1.30137783630949e-05,40913.1483305925,58988.9505865382,0.129089272555296,0.145932151571235,1.63231984013917e-07,1.4136641638937e-05,39182.4864124701,60719.6125046607,0.127476656479302,0.147544767647229,2.33367104520806e-05,70823.5306508876,0.334758615432081,28119.8077976199,2.66247067770088e-05,85759.4050908429,0.340023548558608,28072.8224403301,6.17109324574242e-06,15699.551331972,0.0110490402478183,197.057653820874,1.64732583877625e-05,3.6776155166255e-05,59933.643149749,111585.167031937,0.321847877350947,0.358199219766269,27748.6625997947,28396.9822808654,1.45293640153536e-05,3.87200495386639e-05,54988.2844801778,116530.525701508,0.318367429672884,0.361679667444332,27686.5894388412,28459.055441819
"1244","20160729_results.csv","I2742","III",1,TRUE,"logistic",FALSE,FALSE,100,3.21642229278224e-06,39977.862130033,0.0509722721647873,10821.9678337374,4.04445244066893e-06,11427.7853369285,0.00418453041905471,-3.43670197211815e-06,9.86954655768264e-06,21179.1552507855,58776.5690092804,0.0440887196254424,0.0578558247041323,-4.71070449092887e-06,1.11435490764934e-05,17579.402869653,62376.3213904129,0.0427705925434401,0.0591739517861346,2.92708659257662e-05,73740.5150287679,0.290869784363126,11049.4780805059,2.83522133731346e-05,79605.7294788132,0.290232002280749,11031.5796719011,4.75272585505084e-06,2442.3454462574,0.00681427750157608,54.621680114643,2.05339793415759e-05,3.61704474046932e-05,75588.0712197198,83623.3877379067,0.279022515790656,0.301441488770841,10941.7270081125,11121.4323356897,1.90368706972349e-05,3.76675560490342e-05,74818.7324041487,84392.7265534777,0.27687601837766,0.303587986183838,10924.5211788764,11138.6381649258
"1245","20160729_results.csv","I2742","III",1,TRUE,"logistic",FALSE,FALSE,100,3.21327979766395e-06,42112.9676779935,0.0482664094225875,10164.4055626213,4.17597138238047e-06,11196.0975388158,0.0039974373832881,-3.65619312635192e-06,1.00827527216798e-05,23695.3872266416,60530.5481293455,0.0416906249270786,0.0548421939180965,-4.97162411180177e-06,1.13981837071297e-05,20168.6165019146,64057.3188540724,0.0404314321513429,0.0561013866938322,2.67845215222069e-05,75882.3307877524,0.27546403231565,10326.6203475703,2.44869568581289e-05,82069.3848310813,0.276809687535229,10322.8862652241,6.14513586268273e-06,2467.3752600227,0.00739021779082319,57.2184446927509,1.43782083640158e-05,3.4595705352242e-05,78010.5525283439,86128.2171338186,0.264652779269325,0.288966595801134,10228.7619237045,10417.0106067437,1.24424905672708e-05,3.65314231489871e-05,77233.3293214368,86905.4403407258,0.262324860665216,0.291294514405243,10210.7381136263,10435.0344168219
"1246","20160729_results.csv","I2742b","III",1,TRUE,"logistic",FALSE,FALSE,100,3.7848606128668e-06,47113.9421964166,0.0570193666883794,11721.2756266674,4.23987482870228e-06,9678.29511017167,0.00412954891405057,-3.18973348034845e-06,1.0759454706082e-05,31193.1467401842,63034.737652649,0.0502262587247662,0.0638124746519926,-4.52529405138967e-06,1.20950152771233e-05,28144.4837804801,66083.400612353,0.0489254508168403,0.0651132825599185,2.7827219669209e-05,78404.3155534414,0.284055938767558,11859.2910766663,2.59433808308171e-05,84310.6429301089,0.285484126178626,11848.2670493296,3.06689428110619e-06,2949.77494850157,0.00463423753617445,44.7305402805411,2.08983397383975e-05,3.09884219232368e-05,79458.2631398238,89163.022720394,0.277860805431619,0.293107446925633,11774.6853105682,11921.8487880911,1.9932268039849e-05,3.19544936217853e-05,78529.0840310458,90092.201829172,0.276401020607724,0.294567231749528,11760.5951903798,11935.9389082795
"1247","20160729_results.csv","NEG","III",1,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","20160729_results.csv","I2742","V",10,TRUE,"logistic",FALSE,FALSE,100,2.26351520337918e-05,56690.5790500094,0.390643753425663,76133.8081701678,1.34813606408504e-06,589.153382261184,0.00166444924605569,2.04174682083719e-05,2.48528358592117e-05,55721.4217361898,57659.7363638291,0.387905734415902,0.393381772435425,1.99928053481851e-05,2.52774987193985e-05,55535.8384207775,57845.3196792413,0.387381432903394,0.393906073947932,2.68556654103633e-05,59613.0876886945,0.441112216616534,76645.9122490505,3.19612498204784e-05,63375.5799322119,0.446737531458401,76412.0792200932,1.02707757442512e-05,22926.8386445957,0.00513859714760267,371.373472349085,1.50658237211852e-05,4.88566759197716e-05,25660.930361852,101090.229502572,0.438284539150595,0.455190523766207,75801.169858079,77022.9885821075,1.18305293617461e-05,5.20919702792107e-05,18438.9761888043,108312.18367562,0.4366658810491,0.456809181867702,75684.187214289,77139.9712258974
"1249","20160729_results.csv","I2742","V",10,TRUE,"logistic",FALSE,FALSE,100,2.16602614392044e-05,55109.0489862523,0.29914647502297,59290.3908389609,3.69453211179433e-06,1351.17244532582,0.00321143398652924,1.55827561153028e-05,2.77377667631061e-05,52886.3703136914,57331.7276588133,0.293863666115129,0.30442928393081,1.44189785000875e-05,2.89015443783213e-05,52460.7509934137,57757.346979091,0.292852064409372,0.305440885636567,2.36720812027653e-05,57693.8140393055,0.40413398109682,59780.3575782338,2.58901500847225e-05,80066.699264774,0.406950188590349,59669.7036872001,2.46922996939772e-06,43645.5256787642,0.00679756220916814,310.583271216445,2.18282667850633e-05,2.99520333843817e-05,8269.8095232069,151863.589006341,0.395768198756267,0.41813217842443,59158.794206049,60180.6131683511,2.1050459344703e-05,3.0729840824742e-05,-5478.53106560382,165611.929595152,0.393626966660379,0.420273410520318,59060.9604756159,60278.4468987843
"1250","20160729_results.csv","I2742","V",10,TRUE,"logistic",FALSE,FALSE,100,2.05211841662781e-05,55163.1659710717,0.297237414167285,58795.8252305918,4.03408171017768e-06,1632.97636198615,0.00377574418508692,1.38851197530358e-05,2.71572485795204e-05,52476.9198556045,57849.4120865389,0.291026314982817,0.303448513351753,1.26143840143299e-05,2.84279843182264e-05,51962.5323015789,58363.7996405646,0.289836955564515,0.304637872770056,2.70329949809288e-05,59661.0227250768,0.401520489693453,59645.1184017755,4.56552661411073e-05,183349.633332167,0.404845082660784,59562.9984303043,2.65228606437972e-05,90746.7119114314,0.00407342163745222,304.974217007026,2.02516038206093e-06,8.92853719001536e-05,34071.2922378621,332627.974426471,0.398144304067175,0.411545861254393,59061.3158433278,60064.6810172809,-6.32954072073517e-06,9.76400730029497e-05,5486.07798576122,361213.188678572,0.396861176251378,0.412828989070191,58965.2489649705,60160.7478956381
"1251","20160729_results.csv","I2742b","V",10,TRUE,"logistic",FALSE,FALSE,100,1.9108815308754e-05,57742.6844298413,0.297670715790037,57950.9376900252,2.80682287022625e-06,1311.91938115798,0.00296219063631932,1.44915916872318e-05,2.37260389302762e-05,55584.5770478365,59900.7918118462,0.292797912193291,0.302543519386782,1.36074424831106e-05,2.46101881343975e-05,55171.3224427717,60314.046416911,0.291864822142851,0.303476609437223,5.2223518947384e-05,196909.027107748,0.399838185782225,58745.41162511,3.49192747947474e-05,138304.598849091,0.397016567025803,58589.3146615494,1.47468054531684e-05,66700.643765379,0.00493900691147485,415.343413463503,1.06607798242853e-05,5.91777697652094e-05,28582.0398550427,248027.15784314,0.388891900656427,0.405141233395179,57906.074746402,59272.5545766969,6.0155361065373e-06,6.38230134829575e-05,7571.33706894834,269037.860629234,0.387336113479312,0.406697020572294,57775.241571161,59403.3877519379
"1252","20160729_results.csv","NEG","V",10,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","20160729_results.csv","I2742","III",3,TRUE,"logistic",FALSE,FALSE,100,5.05173453066538e-06,40736.0739323587,0.0620776510619501,13243.1972686161,7.4084119765347e-06,10341.3678086407,0.00518290393390917,-7.13510317073419e-06,1.7238572232065e-05,23724.5238871448,57747.6239775726,0.0535517740906695,0.0706035280332306,-9.46875294334262e-06,1.95722220046734e-05,20466.993027423,61005.1548372945,0.0519191593514881,0.072236142772412,2.83056319051422e-05,66028.4038697242,0.322883456162644,13514.233751491,3.32962816490203e-05,104912.813992544,0.320871037709947,13491.0011782265,8.17648292550831e-06,34508.6339859228,0.00736600213611955,205.743759150547,1.98459672365592e-05,4.67465960614815e-05,48146.1110857008,161679.516899387,0.30875396419603,0.332988111223863,13152.5526944239,13829.4496620292,1.7270375115024e-05,4.93221881830166e-05,37275.8913801351,172549.736604952,0.306433673523152,0.335308401896741,13087.7434102915,13894.2589461616
"1254","20160729_results.csv","I2742","III",3,TRUE,"logistic",FALSE,FALSE,100,5.44139496717728e-06,42540.3524927873,0.0726013979798707,15319.0048820649,5.51156920086936e-06,7753.43684444094,0.0043970389118381,-3.62513636825282e-06,1.45079263026074e-05,29785.9488836819,55294.7561018926,0.065368268969897,0.0798345269898444,-5.36128066652667e-06,1.62440706008812e-05,27343.616277683,57737.0887078915,0.063983201712668,0.0812195942470734,2.53273839617223e-05,66713.0570984648,0.310798019545036,15650.2610424647,2.64962887800635e-05,83447.8844642241,0.310996644550665,15633.76548049,4.24251102494722e-06,26154.4902156149,0.00597195440595312,168.974309050143,1.95173581440253e-05,3.34752194161017e-05,40423.7480595375,126472.020868911,0.301172779552872,0.320820509548457,15355.8027421025,15911.7282188775,1.8180967171167e-05,3.48116103889601e-05,32185.0836416188,134710.685286829,0.299291613914996,0.322701675186333,15302.5758347518,15964.9551262283
"1255","20160729_results.csv","I2742","III",3,TRUE,"logistic",FALSE,FALSE,100,5.03669952151047e-06,42365.1978008787,0.075270237725249,15835.028037432,4.75686988489815e-06,8095.01306722739,0.00452045182186906,-2.788351439147e-06,1.28617504821679e-05,29048.9013052897,55681.4942964678,0.0678340944782744,0.0827063809722236,-4.28676545288991e-06,1.43601644959108e-05,26498.9721891131,58231.4234126444,0.0664101521543857,0.0841303232961124,1.64172825767402e-05,63963.4171877156,0.292084126449386,16274.4488591653,1.87227442424591e-05,94241.0402772365,0.294304679587918,16286.7667201197,3.95574942076226e-06,26743.2187073493,0.00384891877633674,206.523674238698,1.22155364453052e-05,2.5229952039613e-05,50248.4455036469,138233.635050826,0.287973208200844,0.300636150974991,15947.0352759971,16626.4981642424,1.09694753777651e-05,2.64760131071532e-05,41824.3316108318,146657.748943641,0.286760798786298,0.301848560389538,15881.9803186119,16691.5531216276
"1256","20160729_results.csv","I2742b","III",3,TRUE,"logistic",FALSE,FALSE,100,5.99452128431842e-06,48950.6524194208,0.0792480728607558,16218.3034694777,6.07303119291636e-06,7683.37112837083,0.00485486121884724,-3.995615028029e-06,1.59846575966658e-05,36311.5069132508,61589.7979255908,0.0712618261557521,0.0872343195657595,-5.90861985379765e-06,1.78976624224345e-05,33891.245007814,64010.0598310276,0.0697325448718153,0.0887636008496964,1.4674341172787e-05,65862.0547670935,0.290531069491075,16491.0439925625,1.77195490603198e-05,99274.3751806188,0.29618087279263,16494.3570686026,3.29273293709697e-06,39782.434833799,0.00446967691740672,208.432481692061,1.23030033787952e-05,2.31360947418443e-05,33832.2698790195,164716.480482218,0.288828254263496,0.303533491321764,16151.4856362192,16837.2285009861,1.12657925036097e-05,2.41733056170298e-05,21300.8029063728,177247.947454865,0.287420306034513,0.304941439550747,16085.8294044862,16902.8847327191
"1257","20160729_results.csv","NEG","III",3,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","20160729_results.csv","I2742","V",50,TRUE,"richards",FALSE,FALSE,100,2.77153529285788e-05,71270.7118061971,0.370531927481329,68855.6292672914,4.84584893853848e-06,1924.39143273716,0.00177486995227691,1.9743931424683e-05,3.56867744324746e-05,68105.0878993444,74436.3357130497,0.367612266409833,0.373451588552824,1.82174890090434e-05,3.72132168481142e-05,67498.9045980322,75042.5190143619,0.367053182374866,0.374010672587791,2.27417407707785e-05,69054.1544887162,0.435636218530274,68877.873116755,2.33383875192166e-05,71391.4483083539,0.43768978242584,68657.1215600035,1.25703433241732e-06,7668.98780590967,0.0031177674042451,358.167123972648,2.12705660423901e-05,2.54062089960431e-05,58775.9633676325,84006.9332490753,0.432561055045857,0.442818509805823,68067.9366410685,69246.3064789385,2.08746002276786e-05,2.58021748107545e-05,56360.2322087709,86422.6644079368,0.431578958313519,0.44380060653816,67955.1139970171,69359.1291229899
"1259","20160729_results.csv","I2742","V",50,TRUE,"logistic",FALSE,FALSE,100,1.97569852712945e-05,66531.413864784,0.48881655084951,88627.7724122793,1.10823514799116e-06,793.891343926579,0.00248788602221291,1.7933938452849e-05,2.15800320897399e-05,65225.4626040248,67837.3651255432,0.48472397834297,0.49290912335605,1.75848443812318e-05,2.19291261613571e-05,64975.3868306879,68087.4408988801,0.483940294245973,0.493692807453048,2.58097427928811e-05,70048.9242000133,0.535049924722264,89059.3528438272,2.71283463683346e-05,71439.366305259,0.536369715636612,88767.6632962545,2.16686286109273e-06,8662.43885915486,0.00200098400769959,551.735277739761,2.35638569618371e-05,3.06928357748322e-05,57189.6543819493,85689.0782285687,0.533078096943946,0.539661334329277,87860.0587643726,89675.2678281364,2.28812951605929e-05,3.13753975760764e-05,54460.9861413155,88417.7464692025,0.53244778698152,0.540291644291703,87686.2621518845,89849.0644406244
"1260","20160729_results.csv","I2742","V",50,TRUE,"richards",FALSE,FALSE,100,4.17924291352913e-05,74170.6507566104,0.449552312513089,83114.8035084076,2.43973058758838e-05,5718.87685229026,0.0024166335153804,1.65886096946239e-06,8.19259973011202e-05,64763.0983345929,83578.2031786279,0.445576950380288,0.45352767464589,-6.02629038144102e-06,8.96111486520236e-05,62961.6521261215,85379.6493870993,0.444815710822943,0.454288914203234,3.29858534138685e-05,71726.2633016685,0.507270965345477,83187.7009029715,3.67746556365707e-05,78245.7131432329,0.510584693612252,82929.9459121692,4.32955846555895e-06,30081.5852642282,0.00468129126384377,416.116778656567,2.96525319607263e-05,4.38967793124152e-05,28761.5053835776,127729.920902888,0.502883969483229,0.518285417741275,82245.4338112791,83614.4580130592,2.82887210440752e-05,4.52605902290663e-05,19285.8060253458,137205.62026112,0.501409362735118,0.519760024489386,82114.3570260023,83745.5347983361
"1261","20160729_results.csv","I2742b","V",50,TRUE,"logistic",FALSE,FALSE,100,1.72292105117606e-05,84130.6215422444,0.445891355199607,72743.8291418539,9.76777099769125e-07,838.517181611661,0.00249826658950936,1.56224121826404e-05,1.88360088408808e-05,82751.2607784932,85509.9823059956,0.441781706659864,0.45000100373935,1.53147273962131e-05,1.91436936273081e-05,82487.1278662855,85774.1152182032,0.440994752684168,0.450787957715045,2.6056827802506e-05,88932.3326103693,0.492922213180603,72984.3489462733,2.53117387132943e-05,93058.1157217544,0.495349732215687,72713.1336437333,2.20562290997731e-06,25132.2233267639,0.00228463059173273,492.132091225526,2.16834890263816e-05,2.8939988400207e-05,51715.6083492278,134400.623094281,0.491591514892287,0.499107949539087,71903.5763536673,73522.6909337993,2.09887178097388e-05,2.96347596168498e-05,43798.9580012972,142317.273442212,0.490871856255891,0.499827608175483,71748.5547449312,73677.7125425353
